CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,LAT_DEC,LON_DEC
13,Hidalgo,39,Mineral del Monte,20.140491,-98.67153
13,Hidalgo,40,La Misión,21.099419,-99.123187
13,Hidalgo,41,Mixquiahuala de Juárez,20.22938,-99.213798
13,Hidalgo,42,Molango de Escamilla,20.786498,-98.730814
13,Hidalgo,43,Nicolás Flores,20.767778,-99.150556
13,Hidalgo,44,Nopala de Villagrán,20.251744,-99.644328
13,Hidalgo,45,Omitlán de Juárez,20.1695,-98.648639
13,Hidalgo,46,San Felipe Orizatlán,21.170944,-98.607815
13,Hidalgo,47,Pacula,21.050821,-99.296099
13,Hidalgo,48,Pachuca de Soto,20.12236,-98.737001
13,Hidalgo,49,Pisaflores,21.194782,-99.005997
13,Hidalgo,50,Progreso de Obregón,20.248204,-99.189505
13,Hidalgo,51,Mineral de la Reforma,20.072371,-98.696035
13,Hidalgo,52,San Agustín Tlaxiaca,20.115661,-98.886778
13,Hidalgo,53,San Bartolo Tutotepec,20.399143,-98.20206
13,Hidalgo,54,San Salvador,20.284568,-99.015604
13,Hidalgo,55,Santiago de Anaya,20.382582,-98.963953
13,Hidalgo,56,Santiago Tulantepec de Lugo Guerrero,20.039193,-98.357006
13,Hidalgo,57,Singuilucan,19.9675,-98.517222
13,Hidalgo,58,Tasquillo,20.551714,-99.312431
13,Hidalgo,59,Tecozautla,20.533873,-99.634924
13,Hidalgo,60,Tenango de Doria,20.338056,-98.226729
13,Hidalgo,61,Tepeapulco,19.785674,-98.553662
13,Hidalgo,62,Tepehuacán de Guerrero,21.014084,-98.843733
13,Hidalgo,63,Tepeji del Río de Ocampo,19.905217,-99.341814
13,Hidalgo,64,Tepetitlán,20.186858,-99.380365
13,Hidalgo,65,Tetepango,20.102655,-99.156123
13,Hidalgo,66,Villa de Tezontepec,19.879861,-98.81929
13,Hidalgo,67,Tezontepec de Aldama,20.192762,-99.272683
13,Hidalgo,68,Tianguistengo,20.728213,-98.630851
13,Hidalgo,69,Tizayuca,19.841089,-98.981584
13,Hidalgo,70,Tlahuelilpan,20.130627,-99.23468
13,Hidalgo,71,Tlahuiltepa,20.923913,-98.950201
13,Hidalgo,72,Tlanalapa,19.817894,-98.603913
13,Hidalgo,73,Tlanchinol,20.989346,-98.660284
13,Hidalgo,74,Tlaxcoapan,20.091614,-99.221593
13,Hidalgo,75,Tolcayuca,19.956591,-98.921761
13,Hidalgo,76,Tula de Allende,20.05522,-99.343189
13,Hidalgo,77,Tulancingo de Bravo,20.080605,-98.368073
13,Hidalgo,78,Xochiatipan,20.835483,-98.284531
13,Hidalgo,79,Xochicoatlán,20.776855,-98.679724
13,Hidalgo,80,Yahualica,20.951649,-98.382867
13,Hidalgo,81,Zacualtipán de Ángeles,20.645181,-98.653627
13,Hidalgo,82,Zapotlán de Juárez,19.974047,-98.861883
13,Hidalgo,83,Zempoala,19.915397,-98.668131
13,Hidalgo,84,Zimapán,20.738069,-99.383113
14,Jalisco,1,Acatic,20.779444,-102.905278
14,Jalisco,2,Acatlán de Juárez,20.421389,-103.587222
14,Jalisco,3,Ahualulco de Mercado,20.700556,-103.975
14,Jalisco,4,Amacueca,20.010556,-103.596111
14,Jalisco,5,Amatitán,20.835,-103.73
14,Jalisco,6,Ameca,20.548611,-104.043056
14,Jalisco,7,San Juanito de Escobedo,20.799444,-104.000278
14,Jalisco,8,Arandas,20.705556,-102.340278
14,Jalisco,10,Atemajac de Brizuela,20.139444,-103.724444
14,Jalisco,11,Atengo,20.275556,-104.234444
14,Jalisco,12,Atenguillo,20.414722,-104.4925
14,Jalisco,13,Atotonilco el Alto,20.550556,-102.504167
14,Jalisco,14,Atoyac,20.010556,-103.516389
14,Jalisco,15,Autlán de Navarro,19.771389,-104.365278
14,Jalisco,16,Ayotlán,20.528056,-102.328333
14,Jalisco,17,Ayutla,20.129167,-104.347778
14,Jalisco,18,La Barca,20.290278,-102.541944
14,Jalisco,19,Bolaños,21.831667,-103.780556
14,Jalisco,20,Cabo Corrientes,20.318333,-105.323889
14,Jalisco,21,Casimiro Castillo,19.603611,-104.434722
14,Jalisco,22,Cihuatlán,19.238333,-104.563056
14,Jalisco,23,Zapotlán el Grande,19.708611,-103.464167
14,Jalisco,25,Colotlán,22.117222,-103.264722
14,Jalisco,26,Concepción de Buenos Aires,19.978611,-103.257222
14,Jalisco,27,Cuautitlán de García Barragán,19.449722,-104.356944
14,Jalisco,28,Cuautla,20.201389,-104.4075
14,Jalisco,29,Cuquío,20.9275,-103.023889
14,Jalisco,30,Chapala,20.293333,-103.189722
14,Jalisco,31,Chimaltitán,21.778611,-103.780556
14,Jalisco,32,Chiquilistlán,20.088611,-103.858056
14,Jalisco,33,Degollado,20.4475,-102.135
14,Jalisco,34,Ejutla,19.906389,-104.161944
14,Jalisco,35,Encarnación de Díaz,21.524444,-102.233056
14,Jalisco,36,Etzatlán,20.767222,-104.078333
14,Jalisco,37,El Grullo,19.8075,-104.215556
14,Jalisco,38,Guachinango,20.576389,-104.377222
14,Jalisco,39,Guadalajara,20.676389,-103.342222
14,Jalisco,40,Hostotipaquillo,21.058056,-104.050278
14,Jalisco,41,Huejúcar,22.362222,-103.211667
14,Jalisco,42,Huejuquilla el Alto,22.628611,-103.894167
14,Jalisco,43,La Huerta,19.485,-104.643333
14,Jalisco,44,Ixtlahuacán de los Membrillos,20.346667,-103.191389
14,Jalisco,45,Ixtlahuacán del Río,20.864167,-103.239167
14,Jalisco,46,Jalostotitlán,21.168611,-102.461111
14,Jalisco,47,Jamay,20.294444,-102.709722
14,Jalisco,49,Jilotlán de los Dolores,19.370556,-103.019722
14,Jalisco,50,Jocotepec,20.284444,-103.425278
14,Jalisco,51,Juanacatlán,20.509444,-103.167222
14,Jalisco,52,Juchitlán,20.083611,-104.098333
14,Jalisco,53,Lagos de Moreno,21.356389,-101.929167
14,Jalisco,54,El Limón,19.824444,-104.152222
14,Jalisco,55,Magdalena,20.906389,-103.976111
14,Jalisco,56,Santa María del Oro,19.5875,-102.908333
14,Jalisco,57,La Manzanilla de la Paz,20.004444,-103.15
14,Jalisco,58,Mascota,20.525556,-104.782222
14,Jalisco,59,Mazamitla,19.917222,-103.020278
14,Jalisco,60,Mexticacán,21.263056,-102.777778
14,Jalisco,61,Mezquitic,22.39,-103.728056
14,Jalisco,62,Mixtlán,20.440556,-104.408889
14,Jalisco,63,Ocotlán,20.351389,-102.768056
14,Jalisco,64,Ojuelos de Jalisco,21.864167,-101.593333
14,Jalisco,65,Pihuamo,19.2525,-103.375
14,Jalisco,66,Poncitlán,20.381389,-102.924167
14,Jalisco,67,Puerto Vallarta,20.613611,-105.227222
14,Jalisco,68,Villa Purificación,19.719167,-104.605
14,Jalisco,69,Quitupan,19.9275,-102.872222
14,Jalisco,70,El Salto,20.519444,-103.181667
14,Jalisco,71,San Cristóbal de la Barranca,21.044444,-103.429167
14,Jalisco,72,San Diego de Alejandría,20.993056,-101.993611
14,Jalisco,73,San Juan de los Lagos,21.247778,-102.332778
14,Jalisco,74,San Julián,21.009722,-102.180833
14,Jalisco,76,San Martín de Bolaños,21.683611,-103.814167
14,Jalisco,77,San Martín Hidalgo,20.435,-103.928611
14,Jalisco,78,San Miguel el Alto,21.030556,-102.398056
14,Jalisco,80,San Sebastián del Oeste,20.760833,-104.851667
14,Jalisco,81,Santa María de los Ángeles,22.173333,-103.223056
14,Jalisco,82,Sayula,19.883611,-103.597222
14,Jalisco,83,Tala,20.6525,-103.702778
14,Jalisco,84,Talpa de Allende,20.381389,-104.818056
14,Jalisco,85,Tamazula de Gordiano,19.676389,-103.25
14,Jalisco,86,Tapalpa,19.945556,-103.754167
14,Jalisco,87,Tecalitlán,19.469444,-103.306667
14,Jalisco,88,Tecolotlán,20.203611,-104.045
14,Jalisco,89,Techaluta de Montenegro,20.074167,-103.551667
14,Jalisco,90,Tenamaxtlán,20.218611,-104.160278
14,Jalisco,91,Teocaltiche,21.434444,-102.570278
14,Jalisco,92,Teocuitatlán de Corona,20.093333,-103.38
14,Jalisco,93,Tepatitlán de Morelos,20.8175,-102.757222
14,Jalisco,94,Tequila,20.879444,-103.835556
14,Jalisco,95,Teuchitlán,20.685278,-103.849167
14,Jalisco,96,Tizapán el Alto,20.158611,-103.039167
14,Jalisco,97,Tlajomulco de Zúñiga,20.473611,-103.443056
14,Jalisco,98,San Pedro Tlaquepaque,20.638611,-103.307222
14,Jalisco,99,Tolimán,19.6,-103.914444
14,Jalisco,100,Tomatlán,19.941389,-105.245278
14,Jalisco,102,Tonaya,19.784167,-103.970833
14,Jalisco,103,Tonila,19.410833,-103.549444
14,Jalisco,104,Totatiche,21.928611,-103.443611
14,Jalisco,105,Tototlán,20.543611,-102.789167
14,Jalisco,106,Tuxcacuesco,19.697222,-103.983611
14,Jalisco,107,Tuxcueca,20.155556,-103.183889
14,Jalisco,108,Tuxpan,19.554444,-103.372222
14,Jalisco,109,Unión de San Antonio,21.128056,-102.007222
14,Jalisco,110,Unión de Tula,19.954444,-104.264444
14,Jalisco,111,Valle de Guadalupe,21.010556,-102.617778
14,Jalisco,112,Valle de Juárez,19.933611,-102.940278
14,Jalisco,113,San Gabriel,19.7475,-103.765278
14,Jalisco,114,Villa Corona,20.416389,-103.661389
14,Jalisco,115,Villa Guerrero,21.983056,-103.596667
14,Jalisco,116,Villa Hidalgo,21.674444,-102.585278
14,Jalisco,117,Cañadas de Obregón,21.148611,-102.685278
14,Jalisco,118,Yahualica de González Gallo,21.1825,-102.887222
14,Jalisco,119,Zacoalco de Torres,20.228611,-103.565278
14,Jalisco,120,Zapopan,20.720556,-103.388333
14,Jalisco,121,Zapotiltic,19.625556,-103.4125
14,Jalisco,122,Zapotitlán de Vadillo,19.5475,-103.809167
14,Jalisco,123,Zapotlán del Rey,20.466389,-102.926111
14,Jalisco,124,Zapotlanejo,20.6225,-103.064167
14,Jalisco,125,San Ignacio Cerro Gordo,20.743056,-102.536111
15,México,1,Acambay de Ruíz Castañeda,19.956229,-99.844032
15,México,2,Acolman,19.635509,-98.911906
15,México,3,Aculco,20.099386,-99.827991
15,México,4,Almoloya de Alquisiras,18.867233,-99.8938
15,México,5,Almoloya de Juárez,19.369293,-99.758552
15,México,6,Almoloya del Río,19.159386,-99.488842
15,México,7,Amanalco,19.252377,-100.019982
15,México,8,Amatepec,18.683491,-100.186048
15,México,9,Amecameca,19.128685,-98.769811
15,México,10,Apaxco,19.975325,-99.174163
15,México,11,Atenco,19.559339,-98.913348
15,México,12,Atizapán,19.176758,-99.487942
15,México,13,Atizapán de Zaragoza,19.543171,-99.235041
15,México,14,Atlacomulco,19.800029,-99.874254
15,México,15,Atlautla,19.030861,-98.782666
15,México,16,Axapusco,19.724458,-98.75833
15,México,17,Ayapango,19.127221,-98.802506
15,México,18,Calimaya,19.163225,-99.618665
15,México,19,Capulhuac,19.193123,-99.464408
15,México,20,Coacalco de Berriozábal,19.629299,-99.104377
15,México,21,Coatepec Harinas,18.925711,-99.768519
15,México,22,Cocotitlán,19.230856,-98.861952
15,México,23,Coyotepec,19.775508,-99.20798
15,México,24,Cuautitlán,19.665061,-99.17863
15,México,25,Chalco,19.261132,-98.895655
15,México,26,Chapa de Mota,19.813465,-99.525995
15,México,27,Chapultepec,19.201163,-99.561873
15,México,28,Chiautla,19.548652,-98.881349
15,México,29,Chicoloapan,19.416765,-98.902012
15,México,30,Chiconcuac,19.552722,-98.895307
15,México,31,Chimalhuacán,19.416908,-98.945299
15,México,32,Donato Guerra,19.308533,-100.144161
15,México,33,Ecatepec de Morelos,19.599069,-99.049159
15,México,34,Ecatzingo,18.958715,-98.752598
15,México,35,Huehuetoca,19.833622,-99.204138
15,México,36,Hueypoxtla,19.907039,-99.07837
15,México,37,Huixquilucan,19.36018,-99.351692
15,México,38,Isidro Fabela,19.555591,-99.41738
15,México,39,Ixtapaluca,19.313104,-98.884247
15,México,40,Ixtapan de la Sal,18.844606,-99.675823
15,México,41,Ixtapan del Oro,19.26226,-100.264216
15,México,42,Ixtlahuaca,19.569814,-99.769267
15,México,43,Xalatlaco,19.184387,-99.413736
15,México,44,Jaltenco,19.752221,-99.094031
15,México,45,Jilotepec,19.952834,-99.532829
15,México,46,Jilotzingo,19.538918,-99.397135
15,México,47,Jiquipilco,19.557599,-99.6086
15,México,48,Jocotitlán,19.711818,-99.785798
15,México,49,Joquicingo,19.049228,-99.531818
15,México,50,Juchitepec,19.101912,-98.880916
15,México,51,Lerma,19.285373,-99.511817
15,México,52,Malinalco,18.952342,-99.497565
15,México,53,Melchor Ocampo,19.710414,-99.143458
15,México,55,Mexicaltzingo,19.211109,-99.586854
15,México,57,Naucalpan de Juárez,19.478803,-99.233218
15,México,58,Nezahualcóyotl,19.408763,-99.0182
15,México,59,Nextlalpan,19.739866,-99.080338
15,México,60,Nicolás Romero,19.625715,-99.315898
15,México,61,Nopaltepec,19.778769,-98.709587
15,México,62,Ocoyoacac,19.269281,-99.455695
15,México,63,Ocuilan,18.979092,-99.416944
15,México,65,Otumba,19.699854,-98.757694
15,México,66,Otzoloapan,19.117408,-100.297712
15,México,67,Otzolotepec,19.416206,-99.558589
15,México,68,Ozumba,19.039177,-98.795389
15,México,69,Papalotla,19.563378,-98.858209
15,México,71,Polotitlán,20.223809,-99.814745
15,México,73,San Antonio la Isla,19.164099,-99.569336
15,México,74,San Felipe del Progreso,19.713924,-99.953294
15,México,75,San Martín de las Pirámides,19.704843,-98.834524
15,México,76,San Mateo Atenco,19.264167,-99.529722
15,México,77,San Simón de Guerrero,19.023089,-100.007278
15,México,78,Santo Tomás,19.182972,-100.259781
15,México,79,Soyaniquilpan de Juárez,20.013891,-99.527896
15,México,80,Sultepec,18.858546,-99.96643
15,México,81,Tecámac,19.710207,-98.967143
15,México,82,Tejupilco,18.905696,-100.153403
15,México,83,Temamatla,19.202741,-98.869902
15,México,84,Temascalapa,19.827787,-98.900891
15,México,85,Temascalcingo,19.915911,-100.004081
15,México,86,Temascaltepec,19.043075,-100.041359
15,México,87,Temoaya,19.470014,-99.594906
15,México,88,Tenancingo,18.96183,-99.593842
15,México,89,Tenango del Aire,19.157003,-98.861296
15,México,90,Tenango del Valle,19.103761,-99.591575
15,México,91,Teoloyucan,19.745394,-99.183032
15,México,92,Teotihuacán,19.685479,-98.868628
15,México,93,Tepetlaoxtoc,19.573365,-98.819719
15,México,94,Tepetlixpa,19.029515,-98.819708
15,México,95,Tepotzotlán,19.713778,-99.223514
15,México,96,Tequixquiac,19.910277,-99.148913
15,México,97,Texcaltitlán,18.930389,-99.939277
15,México,98,Texcalyacac,19.132228,-99.503069
15,México,99,Texcoco,19.51344,-98.881484
15,México,100,Tezoyuca,19.590313,-98.908504
15,México,101,Tianguistenco,19.181214,-99.467439
15,México,102,Timilpan,19.876169,-99.733779
15,México,103,Tlalmanalco,19.205903,-98.802554
15,México,104,Tlalnepantla de Baz,19.538523,-99.195198
15,México,105,Tlatlaya,18.617842,-100.207831
15,México,106,Toluca,19.293488,-99.657317
15,México,107,Tonatico,18.802019,-99.670935
15,México,108,Tultepec,19.685548,-99.128605
15,México,109,Tultitlán,19.647513,-99.169195
15,México,110,Valle de Bravo,19.194395,-100.131607
15,México,111,Villa de Allende,19.373417,-100.149356
15,México,112,Villa del Carbón,19.727588,-99.46308
15,México,114,Villa Victoria,19.441876,-99.99505
15,México,115,Xonacatlán,19.404419,-99.530338
15,México,116,Zacazonapan,19.074457,-100.256116
15,México,117,Zacualpan,18.71867,-99.775622
15,México,118,Zinacantepec,19.284906,-99.735038
15,México,119,Zumpahuacán,18.840928,-99.585596
15,México,120,Zumpango,19.797123,-99.100634
15,México,121,Cuautitlán Izcalli,19.656996,-99.209286
15,México,122,Valle de Chalco Solidaridad,19.278765,-98.943449
15,México,123,Luvianos,18.920482,-100.299446
15,México,124,San José del Rincón,19.661043,-100.151945
15,México,125,Tonanitla,19.688162,-99.054362
16,Michoacán de Ocampo,1,Acuitzio,19.496252,-101.332851
16,Michoacán de Ocampo,2,Aguililla,18.734231,-102.78838
16,Michoacán de Ocampo,4,Angamacutiro,20.149654,-101.708311
16,Michoacán de Ocampo,5,Angangueo,19.619833,-100.285511
16,Michoacán de Ocampo,6,Apatzingán,19.087227,-102.355264
16,Michoacán de Ocampo,7,Aporo,19.670836,-100.411128
16,Michoacán de Ocampo,8,Aquila,18.599139,-103.504754
16,Michoacán de Ocampo,9,Ario,19.207807,-101.709394
16,Michoacán de Ocampo,11,Briseñas,20.271234,-102.561058
16,Michoacán de Ocampo,12,Buenavista,19.211735,-102.587891
16,Michoacán de Ocampo,13,Carácuaro,19.017308,-101.126991
16,Michoacán de Ocampo,14,Coahuayana,18.702474,-103.662931
16,Michoacán de Ocampo,15,Coalcomán de Vázquez Pallares,18.777099,-103.159555
16,Michoacán de Ocampo,16,Coeneo,19.820984,-101.583751
16,Michoacán de Ocampo,17,Contepec,19.955269,-100.164457
16,Michoacán de Ocampo,18,Copándaro,19.893824,-101.215305
16,Michoacán de Ocampo,19,Cotija,19.810285,-102.705822
16,Michoacán de Ocampo,20,Cuitzeo,19.968214,-101.139584
16,Michoacán de Ocampo,21,Charapan,19.650169,-102.252738
16,Michoacán de Ocampo,22,Charo,19.747488,-101.046857
16,Michoacán de Ocampo,23,Chavinda,20.006939,-102.458585
16,Michoacán de Ocampo,24,Cherán,19.687652,-101.954816
16,Michoacán de Ocampo,25,Chilchota,19.849207,-102.119437
16,Michoacán de Ocampo,26,Chinicuila,18.758168,-103.3678
16,Michoacán de Ocampo,27,Chucándiro,19.899965,-101.333391
16,Michoacán de Ocampo,28,Churintzio,20.15096,-102.065921
16,Michoacán de Ocampo,29,Churumuco,18.664558,-101.646553
16,Michoacán de Ocampo,30,Ecuandureo,20.162616,-102.194566
16,Michoacán de Ocampo,31,Epitacio Huerta,20.134689,-100.293722
16,Michoacán de Ocampo,32,Erongarícuaro,19.588253,-101.720086
16,Michoacán de Ocampo,33,Gabriel Zamora,19.159804,-102.053965
16,Michoacán de Ocampo,35,La Huacana,18.962887,-101.808867
16,Michoacán de Ocampo,36,Huandacareo,19.988704,-101.275853
16,Michoacán de Ocampo,37,Huaniqueo,19.898995,-101.505151
16,Michoacán de Ocampo,38,Huetamo,18.626426,-100.899725
16,Michoacán de Ocampo,39,Huiramba,19.546481,-101.437993
16,Michoacán de Ocampo,40,Indaparapeo,19.790059,-100.968493
16,Michoacán de Ocampo,41,Irimbo,19.697488,-100.479101
16,Michoacán de Ocampo,42,Ixtlán,20.168366,-102.394624
16,Michoacán de Ocampo,43,Jacona,19.956322,-102.306023
16,Michoacán de Ocampo,45,Jiquilpan,19.989719,-102.718563
16,Michoacán de Ocampo,47,Jungapeo,19.458725,-100.494612
16,Michoacán de Ocampo,48,Lagunillas,19.564623,-101.414779
16,Michoacán de Ocampo,49,Madero,19.392121,-101.277616
16,Michoacán de Ocampo,50,Maravatío,19.891674,-100.441667
16,Michoacán de Ocampo,51,Marcos Castellanos,19.990238,-103.021504
16,Michoacán de Ocampo,52,Lázaro Cárdenas,17.962334,-102.197981
16,Michoacán de Ocampo,53,Morelia,19.703384,-101.192046
16,Michoacán de Ocampo,55,Múgica,19.028805,-102.086734
16,Michoacán de Ocampo,56,Nahuatzen,19.654073,-101.917137
16,Michoacán de Ocampo,57,Nocupétaro,19.043297,-101.162229
16,Michoacán de Ocampo,58,Nuevo Parangaricutiro,19.416644,-102.12988
16,Michoacán de Ocampo,59,Nuevo Urecho,19.165872,-101.868847
16,Michoacán de Ocampo,60,Numarán,20.2549,-101.947197
16,Michoacán de Ocampo,62,Pajacuarán,20.116894,-102.565513
16,Michoacán de Ocampo,63,Panindícuaro,19.983959,-101.76146
16,Michoacán de Ocampo,64,Parácuaro,19.145773,-102.220048
16,Michoacán de Ocampo,65,Paracho,19.647297,-102.048468
16,Michoacán de Ocampo,66,Pátzcuaro,19.513598,-101.610116
16,Michoacán de Ocampo,67,Penjamillo,20.104468,-101.933671
16,Michoacán de Ocampo,68,Peribán,19.520727,-102.416188
16,Michoacán de Ocampo,69,La Piedad,20.34145,-102.022554
16,Michoacán de Ocampo,70,Purépero,19.909963,-102.006741
16,Michoacán de Ocampo,71,Puruándiro,20.088665,-101.5152
16,Michoacán de Ocampo,72,Queréndaro,19.809821,-100.88352
16,Michoacán de Ocampo,73,Quiroga,19.663786,-101.524004
16,Michoacán de Ocampo,74,Cojumatlán de Régules,20.118998,-102.851005
16,Michoacán de Ocampo,75,Los Reyes,19.588974,-102.474679
16,Michoacán de Ocampo,76,Sahuayo,20.057684,-102.716797
16,Michoacán de Ocampo,78,Santa Ana Maya,20.008392,-101.021763
16,Michoacán de Ocampo,79,Salvador Escalante,19.406085,-101.639798
16,Michoacán de Ocampo,80,Senguio,19.73323,-100.352378
16,Michoacán de Ocampo,81,Susupuato,19.215154,-100.408334
16,Michoacán de Ocampo,82,Tacámbaro,19.235537,-101.457328
16,Michoacán de Ocampo,83,Tancítaro,19.337498,-102.363034
16,Michoacán de Ocampo,84,Tangamandapio,19.953995,-102.432801
16,Michoacán de Ocampo,85,Tangancícuaro,19.888234,-102.208453
16,Michoacán de Ocampo,86,Tanhuato,20.283811,-102.327641
16,Michoacán de Ocampo,87,Taretan,19.334562,-101.917904
16,Michoacán de Ocampo,88,Tarímbaro,19.795666,-101.176392
16,Michoacán de Ocampo,89,Tepalcatepec,19.191367,-102.843708
16,Michoacán de Ocampo,90,Tingambato,19.501894,-101.853476
16,Michoacán de Ocampo,91,Tingüindín,19.739139,-102.482917
16,Michoacán de Ocampo,92,Tiquicheo de Nicolás Romero,18.900489,-100.736454
16,Michoacán de Ocampo,93,Tlalpujahua,19.805304,-100.173593
16,Michoacán de Ocampo,94,Tlazazalca,19.971236,-102.056679
16,Michoacán de Ocampo,95,Tocumbo,19.703293,-102.52096
16,Michoacán de Ocampo,96,Tumbiscatío,18.524801,-102.375023
16,Michoacán de Ocampo,97,Turicato,19.053867,-101.419531
16,Michoacán de Ocampo,99,Tuzantla,19.207606,-100.573064
16,Michoacán de Ocampo,100,Tzintzuntzan,19.625438,-101.576951
16,Michoacán de Ocampo,101,Tzitzio,19.58551,-100.924651
16,Michoacán de Ocampo,102,Uruapan,19.420888,-102.062799
16,Michoacán de Ocampo,104,Villamar,20.020856,-102.595779
16,Michoacán de Ocampo,105,Vista Hermosa,20.273115,-102.473646
16,Michoacán de Ocampo,106,Yurécuaro,20.341089,-102.282425
16,Michoacán de Ocampo,107,Zacapu,19.818619,-101.79286
16,Michoacán de Ocampo,108,Zamora,19.983579,-102.285958
16,Michoacán de Ocampo,109,Zináparo,20.173189,-101.998774
16,Michoacán de Ocampo,110,Zinapécuaro,19.860275,-100.827583
16,Michoacán de Ocampo,111,Ziracuaretiro,19.41699,-101.910499
16,Michoacán de Ocampo,112,Zitácuaro,19.43718,-100.357486
16,Michoacán de Ocampo,113,José Sixto Verduzco,20.302184,-101.596856
17,Morelos,1,Amacuzac,18.600002,-99.369514
17,Morelos,2,Atlatlahucan,18.936271,-98.899175
17,Morelos,3,Axochiapan,18.502406,-98.754079
17,Morelos,4,Ayala,18.767087,-98.982142
17,Morelos,5,Coatlán del Río,18.744186,-99.434801
17,Morelos,7,Cuernavaca,18.921783,-99.234897
17,Morelos,9,Huitzilac,19.029033,-99.267453
17,Morelos,10,Jantetelco,18.715206,-98.777301
17,Morelos,11,Jiutepec,18.881974,-99.177198
17,Morelos,12,Jojutla,18.616566,-99.181044
17,Morelos,13,Jonacatepec de Leandro Valle,18.68069,-98.803223
17,Morelos,14,Mazatepec,18.733184,-99.366972
17,Morelos,15,Miacatlán,18.769983,-99.360265
17,Morelos,16,Ocuituco,18.877693,-98.775698
17,Morelos,17,Puente de Ixtla,18.616875,-99.323701
17,Morelos,18,Temixco,18.845273,-99.224143
17,Morelos,19,Tepalcingo,18.594736,-98.844357
17,Morelos,20,Tepoztlán,18.986457,-99.101227
17,Morelos,21,Tetecala,18.728967,-99.398583
17,Morelos,22,Tetela del Volcán,18.893525,-98.730066
17,Morelos,23,Tlalnepantla,19.007927,-98.997352
17,Morelos,24,Tlaltizapán de Zapata,18.682962,-99.118179
17,Morelos,25,Tlaquiltenango,18.63003,-99.162662
17,Morelos,26,Tlayacapan,18.956617,-98.983118
17,Morelos,27,Totolapan,18.987223,-98.921439
17,Morelos,28,Xochitepec,18.781866,-99.231463
17,Morelos,29,Yautepec,18.886062,-99.060754
17,Morelos,30,Yecapixtla,18.88342,-98.868144
17,Morelos,31,Zacatepec,18.655408,-99.194279
17,Morelos,32,Zacualpan de Amilpas,18.784393,-98.765423
17,Morelos,33,Temoac,18.772315,-98.778043
18,Nayarit,1,Acaponeta,22.489388,-105.360184
18,Nayarit,2,Ahuacatlán,21.050587,-104.484664
18,Nayarit,3,Amatlán de Cañas,20.807782,-104.405389
18,Nayarit,4,Compostela,21.23753,-104.900597
18,Nayarit,5,Huajicori,22.637261,-105.319985
18,Nayarit,6,Ixtlán del Río,21.035055,-104.368911
18,Nayarit,7,Jala,21.104821,-104.438217
18,Nayarit,8,Xalisco,21.443687,-104.899736
18,Nayarit,9,Del Nayar,22.251125,-104.517943
18,Nayarit,10,Rosamorada,22.122545,-105.20413
18,Nayarit,11,Ruíz,21.950253,-105.145057
18,Nayarit,12,San Blas,21.541738,-105.286046
18,Nayarit,13,San Pedro Lagunillas,21.221906,-104.75111
18,Nayarit,15,Santiago Ixcuintla,21.808336,-105.206044
18,Nayarit,16,Tecuala,22.395041,-105.456034
18,Nayarit,17,Tepic,21.507413,-104.893799
18,Nayarit,19,La Yesca,21.318885,-104.009764
18,Nayarit,20,Bahía de Banderas,20.80676,-105.247924
19,Nuevo León,2,Agualeguas,26.310915,-99.539389
19,Nuevo León,3,Los Aldamas,26.064143,-99.196733
19,Nuevo León,5,Anáhuac,27.240647,-100.132436
19,Nuevo León,6,Apodaca,25.781294,-100.189228
19,Nuevo León,7,Aramberri,24.100586,-99.818067
19,Nuevo León,8,Bustamante,26.534664,-100.502706
19,Nuevo León,9,Cadereyta Jiménez,25.591008,-100.001594
19,Nuevo León,10,El Carmen,25.932228,-100.364122
19,Nuevo León,11,Cerralvo,26.089869,-99.614733
19,Nuevo León,12,Ciénega de Flores,25.952069,-100.168108
19,Nuevo León,13,China,25.705914,-99.239317
19,Nuevo León,14,Doctor Arroyo,23.674692,-100.182256
19,Nuevo León,15,Doctor Coss,25.925897,-99.184372
19,Nuevo León,16,Doctor González,25.858829,-99.941869
19,Nuevo León,18,García,25.800492,-100.585469
19,Nuevo León,19,San Pedro Garza García,25.665169,-100.402467
19,Nuevo León,20,General Bravo,25.793297,-99.181233
19,Nuevo León,21,General Escobedo,25.807986,-100.322642
19,Nuevo León,22,General Terán,25.257186,-99.685814
19,Nuevo León,23,General Treviño,26.226969,-99.484081
19,Nuevo León,24,General Zaragoza,23.973261,-99.772392
19,Nuevo León,25,General Zuazua,25.896978,-100.108247
19,Nuevo León,27,Los Herreras,25.905606,-99.403297
19,Nuevo León,28,Higueras,25.961956,-100.01435
19,Nuevo León,29,Hualahuises,24.884642,-99.673228
19,Nuevo León,30,Iturbide,24.725978,-99.905261
19,Nuevo León,32,Lampazos de Naranjo,27.025312,-100.504324
19,Nuevo León,33,Linares,24.859653,-99.567869
19,Nuevo León,34,Marín,25.879302,-100.034049
19,Nuevo León,36,Mier y Noriega,23.423119,-100.119669
19,Nuevo León,37,Mina,26.001256,-100.531844
19,Nuevo León,38,Montemorelos,25.189253,-99.826958
19,Nuevo León,39,Monterrey,25.664697,-100.310892
19,Nuevo León,40,Parás,26.498539,-99.525422
19,Nuevo León,41,Pesquería,25.783258,-100.053678
19,Nuevo León,42,Los Ramones,25.696392,-99.624031
19,Nuevo León,43,Rayones,25.018122,-100.073214
